,0
913,"Johnson County, Arkansas"
914,"Johnson County, Indiana"
915,"Johnson County, Iowa"
916,"Johnson County, Kansas"
917,"Johnson County, Missouri"
918,"Johnson County, Texas"
919,"Johnston County, North Carolina"
920,"Johnston County, Oklahoma"
921,"Jones County, Georgia"
922,"Jones County, Iowa"
923,"Jones County, Mississippi"
924,"Jones County, North Carolina"
925,"Jones County, Texas"
926,"Josephine County, Oregon"
927,"Juab County, Utah"
928,"Juneau County, Wisconsin"
929,"Juniata County, Pennsylvania"
930,"Kalamazoo County, Michigan"
931,"Kalkaska County, Michigan"
932,"Kanawha County, West Virginia"
933,"Kandiyohi County, Minnesota"
934,"Kane County, Illinois"
935,"Kankakee County, Illinois"
936,"Karnes County, Texas"
937,"Kauai County, Hawaii"
938,"Kaufman County, Texas"
939,"Kay County, Oklahoma"
940,"Keith County, Nebraska"
941,"Kendall County, Illinois"
942,"Kendall County, Texas"
943,"Kennebec County, Maine"
944,"Kenosha County, Wisconsin"
945,"Kent County, Delaware"
946,"Kent County, Maryland"
947,"Kent County, Michigan"
948,"Kent County, Rhode Island"
949,"Kenton County, Kentucky"
950,"Kern County, California"
951,"Kerr County, Texas"
952,"Kershaw County, South Carolina"
953,"Kewaunee County, Wisconsin"
954,"Kimble County, Texas"
955,"King County, Washington"
956,"King George County, Virginia"
957,"King William County, Virginia"
958,"Kingfisher County, Oklahoma"
959,"Kings County, California"
960,"Kings County, New York"
961,"Kit Carson County, Colorado"
962,"Kitsap County, Washington"
963,"Kittitas County, Washington"
964,"Klamath County, Oregon"
965,"Kleberg County, Texas"
966,"Knox County, Illinois"
967,"Knox County, Indiana"
968,"Knox County, Kentucky"
969,"Knox County, Maine"
970,"Knox County, Ohio"
971,"Knox County, Tennessee"
972,"Kootenai County, Idaho"
973,"Kosciusko County, Indiana"
974,"La Crosse County, Wisconsin"
975,"La Paz County, Arizona"
976,"La Plata County, Colorado"
977,"La Salle County, Texas"
978,"LaGrange County, Indiana"
979,"LaPorte County, Indiana"
980,"LaSalle County, Illinois"
981,"Labette County, Kansas"
982,"Lackawanna County, Pennsylvania"
983,"Laclede County, Missouri"
984,"Lafayette County, Mississippi"
985,"Lafayette County, Missouri"
986,"Lake County, California"
987,"Lake County, Florida"
988,"Lake County, Illinois"
989,"Lake County, Indiana"
990,"Lake County, Montana"
991,"Lake County, Ohio"
992,"Lamar County, Georgia"
993,"Lamar County, Mississippi"
994,"Lamar County, Texas"
995,"Lamoille County, Vermont"
996,"Lampasas County, Texas"
997,"Lancaster County, Nebraska"
998,"Lancaster County, Pennsylvania"
999,"Lancaster County, South Carolina"
1000,"Lane County, Oregon"
1001,"Lapeer County, Michigan"
1002,"Laramie County, Wyoming"
1003,"Larimer County, Colorado"
1004,"Las Animas County, Colorado"
1005,"Lassen County, California"
1006,"Latah County, Idaho"
1007,"Lauderdale County, Alabama"
1008,"Lauderdale County, Mississippi"
1009,"Lauderdale County, Tennessee"
1010,"Laurel County, Kentucky"
1011,"Laurens County, Georgia"
1012,"Laurens County, South Carolina"
1013,"Lavaca County, Texas"
1014,"Lawrence County, Alabama"
1015,"Lawrence County, Arkansas"
1016,"Lawrence County, Indiana"
1017,"Lawrence County, Missouri"
1018,"Lawrence County, Ohio"
1019,"Lawrence County, Pennsylvania"
1020,"Lawrence County, South Dakota"
1021,"Lawrence County, Tennessee"
1022,"Le Flore County, Oklahoma"
1023,"Le Sueur County, Minnesota"
1024,"Lea County, New Mexico"
1025,"Leake County, Mississippi"
1026,"Leavenworth County, Kansas"
1027,"Lebanon County, Pennsylvania"
1028,"Lee County, Alabama"
1029,"Lee County, Florida"
1030,"Lee County, Georgia"
1031,"Lee County, Illinois"
1032,"Lee County, Iowa"
1033,"Lee County, Mississippi"
1034,"Lee County, North Carolina"
1035,"Lee County, South Carolina"
1036,"Lee County, Texas"
1037,"Leelanau County, Michigan"
1038,"Leflore County, Mississippi"
1039,"Lehigh County, Pennsylvania"
1040,"Lenawee County, Michigan"
1041,"Lenoir County, North Carolina"
1042,"Leon County, Florida"
1043,"Leon County, Texas"
1044,"Levy County, Florida"
1045,"Lewis County, New York"
1046,"Lewis County, Washington"
1047,"Lewis County, West Virginia"
1048,"Lewis and Clark County, Montana"
1049,"Lexington County, South Carolina"
1050,"Liberty County, Georgia"
1051,"Liberty County, Texas"
1052,"Licking County, Ohio"
1053,"Limestone County, Alabama"
1054,"Limestone County, Texas"
1055,"Lincoln County, Colorado"
1056,"Lincoln County, Kentucky"
1057,"Lincoln County, Maine"
1058,"Lincoln County, Mississippi"
1059,"Lincoln County, Missouri"
1060,"Lincoln County, Nebraska"
1061,"Lincoln County, New Mexico"
1062,"Lincoln County, North Carolina"
1063,"Lincoln County, Oklahoma"
1064,"Lincoln County, Oregon"
1065,"Lincoln County, South Dakota"
1066,"Lincoln County, Tennessee"
1067,"Lincoln County, Wisconsin"
1068,"Linn County, Iowa"
1069,"Linn County, Oregon"
1070,"Litchfield County, Connecticut"
1071,"Live Oak County, Texas"
1072,"Livingston County, Illinois"
1073,"Livingston County, Michigan"
1074,"Livingston County, New York"
1075,"Llano County, Texas"
1076,"Logan County, Colorado"
1077,"Logan County, Illinois"
1078,"Logan County, Kentucky"
1079,"Logan County, Ohio"
1080,"Logan County, Oklahoma"
1081,"Logan County, West Virginia"
1082,"Lonoke County, Arkansas"
1083,"Lorain County, Ohio"
1084,"Los Angeles County, California"
1085,"Loudon County, Tennessee"
1086,"Loudoun County, Virginia"
1087,"Louisa County, Virginia"
1088,"Love County, Oklahoma"
1089,"Loving County, Texas"
1090,"Lowndes County, Alabama"
1091,"Lowndes County, Georgia"
1092,"Lowndes County, Mississippi"
1093,"Lubbock County, Texas"
1094,"Lucas County, Ohio"
1095,"Lumpkin County, Georgia"
1096,"Luna County, New Mexico"
1097,"Luzerne County, Pennsylvania"
1098,"Lycoming County, Pennsylvania"
1099,"Lyon County, Kansas"
1100,"Lyon County, Kentucky"
1101,"Lyon County, Minnesota"
1102,"Lyon County, Nevada"
1103,"Macomb County, Michigan"
1104,"Macon County, Alabama"
1105,"Macon County, Illinois"
1106,"Macon County, North Carolina"
1107,"Macon County, Tennessee"
1108,"Macoupin County, Illinois"
1109,"Madera County, California"
1110,"Madison County, Alabama"
1111,"Madison County, Arkansas"
1112,"Madison County, Florida"
1113,"Madison County, Georgia"
1114,"Madison County, Idaho"
1115,"Madison County, Illinois"
1116,"Madison County, Indiana"
1117,"Madison County, Iowa"
1118,"Madison County, Kentucky"
1119,"Madison County, Mississippi"
1120,"Madison County, Montana"
1121,"Madison County, Nebraska"
1122,"Madison County, New York"
1123,"Madison County, North Carolina"
1124,"Madison County, Ohio"
1125,"Madison County, Tennessee"
1126,"Madison County, Texas"
1127,"Madison County, Virginia"
1128,"Mahaska County, Iowa"
1129,"Mahoning County, Ohio"
1130,"Malheur County, Oregon"
1131,"Manatee County, Florida"
1132,"Manitowoc County, Wisconsin"
1133,"Marathon County, Wisconsin"
1134,"Marengo County, Alabama"
1135,"Maricopa County, Arizona"
1136,"Marin County, California"
1137,"Marinette County, Wisconsin"
1138,"Marion County, Alabama"
1139,"Marion County, Florida"
1140,"Marion County, Illinois"
1141,"Marion County, Indiana"
1142,"Marion County, Iowa"
1143,"Marion County, Kentucky"
1144,"Marion County, Mississippi"
1145,"Marion County, Missouri"
1146,"Marion County, Ohio"
1147,"Marion County, Oregon"
1148,"Marion County, South Carolina"
1149,"Marion County, Tennessee"
1150,"Marion County, West Virginia"
1151,"Mariposa County, California"
1152,"Marlboro County, South Carolina"
1153,"Marquette County, Michigan"
1154,"Marshall County, Alabama"
1155,"Marshall County, Indiana"
1156,"Marshall County, Iowa"
1157,"Marshall County, Kentucky"
1158,"Marshall County, Mississippi"
1159,"Marshall County, Oklahoma"
1160,"Marshall County, Tennessee"
1161,"Marshall County, West Virginia"
1162,"Martin County, Florida"
1163,"Martin County, Minnesota"
1164,"Martin County, North Carolina"
1165,"Martin County, Texas"
1166,"Mason County, Kentucky"
1167,"Mason County, Michigan"
1168,"Mason County, Washington"
1169,"Mason County, West Virginia"
1170,"Massac County, Illinois"
1171,"Matagorda County, Texas"
1172,"Maui County, Hawaii"
1173,"Maury County, Tennessee"
1174,"Maverick County, Texas"
1175,"Mayes County, Oklahoma"
1176,"McClain County, Oklahoma"
1177,"McCracken County, Kentucky"
1178,"McCulloch County, Texas"
1179,"McCurtain County, Oklahoma"
1180,"McDonald County, Missouri"
1181,"McDonough County, Illinois"
1182,"McDowell County, North Carolina"
1183,"McDuffie County, Georgia"
1184,"McHenry County, Illinois"
1185,"McIntosh County, Georgia"
1186,"McIntosh County, Oklahoma"
1187,"McKean County, Pennsylvania"
1188,"McKenzie County, North Dakota"
1189,"McKinley County, New Mexico"
1190,"McLean County, Illinois"
1191,"McLennan County, Texas"
1192,"McLeod County, Minnesota"
1193,"McMinn County, Tennessee"
1194,"McMullen County, Texas"
1195,"McNairy County, Tennessee"
1196,"McPherson County, Kansas"
1197,"Meade County, Kentucky"
1198,"Meade County, South Dakota"
1199,"Mecklenburg County, North Carolina"
1200,"Mecklenburg County, Virginia"
1201,"Mecosta County, Michigan"
1202,"Medina County, Ohio"
1203,"Medina County, Texas"
1204,"Meeker County, Minnesota"
1205,"Meigs County, Ohio"
1206,"Mendocino County, California"
1207,"Merced County, California"
1208,"Mercer County, Kentucky"
1209,"Mercer County, New Jersey"
1210,"Mercer County, Ohio"
1211,"Mercer County, Pennsylvania"
1212,"Mercer County, West Virginia"
1213,"Meriwether County, Georgia"
1214,"Merrimack County, New Hampshire"
1215,"Mesa County, Colorado"
1216,"Miami County, Indiana"
1217,"Miami County, Kansas"
1218,"Miami County, Ohio"
1219,"Miami-Dade County, Florida"
1220,"Middlesex County, Connecticut"
1221,"Middlesex County, Massachusetts"
1222,"Middlesex County, New Jersey"
1223,"Midland County, Michigan"
1224,"Midland County, Texas"
1225,"Mifflin County, Pennsylvania"
1226,"Milam County, Texas"
1227,"Millard County, Utah"
1228,"Mille Lacs County, Minnesota"
1229,"Miller County, Arkansas"
1230,"Miller County, Missouri"
1231,"Mills County, Iowa"
1232,"Milwaukee County, Wisconsin"
1233,"Minidoka County, Idaho"
1234,"Minnehaha County, South Dakota"
1235,"Mississippi County, Arkansas"
1236,"Missoula County, Montana"
1237,"Mitchell County, Georgia"
1238,"Mitchell County, Texas"
1239,"Mobile County, Alabama"
1240,"Mohave County, Arizona"
1241,"Monmouth County, New Jersey"
1242,"Mono County, California"
1243,"Monongalia County, West Virginia"
1244,"Monroe County, Alabama"
1245,"Monroe County, Arkansas"
1246,"Monroe County, Florida"
1247,"Monroe County, Georgia"
1248,"Monroe County, Illinois"
1249,"Monroe County, Indiana"
1250,"Monroe County, Michigan"
1251,"Monroe County, Mississippi"
1252,"Monroe County, New York"
1253,"Monroe County, Pennsylvania"
1254,"Monroe County, Tennessee"
1255,"Monroe County, Wisconsin"
1256,"Montague County, Texas"
1257,"Montcalm County, Michigan"
1258,"Monterey County, California"
1259,"Montezuma County, Colorado"
1260,"Montgomery County, Alabama"
1261,"Montgomery County, Illinois"
1262,"Montgomery County, Indiana"
1263,"Montgomery County, Kansas"
1264,"Montgomery County, Kentucky"
1265,"Montgomery County, Maryland"
1266,"Montgomery County, Mississippi"
1267,"Montgomery County, Missouri"
1268,"Montgomery County, New York"
1269,"Montgomery County, North Carolina"
1270,"Montgomery County, Ohio"
1271,"Montgomery County, Pennsylvania"
1272,"Montgomery County, Tennessee"
1273,"Montgomery County, Texas"
1274,"Montgomery County, Virginia"
1275,"Montour County, Pennsylvania"
1276,"Montrose County, Colorado"
1277,"Moore County, North Carolina"
1278,"Moore County, Texas"
1279,"Morgan County, Alabama"
1280,"Morgan County, Colorado"
1281,"Morgan County, Georgia"
1282,"Morgan County, Illinois"
1283,"Morgan County, Indiana"
1284,"Morris County, New Jersey"
1285,"Morrison County, Minnesota"
1286,"Morrow County, Ohio"
1287,"Morton County, North Dakota"
1288,"Mountrail County, North Dakota"
1289,"Mower County, Minnesota"
1290,"Muhlenberg County, Kentucky"
1291,"Multnomah County, Oregon"
1292,"Murray County, Georgia"
1293,"Murray County, Oklahoma"
1294,"Muscatine County, Iowa"
1295,"Muscogee County, Georgia"
1296,"Muskegon County, Michigan"
1297,"Muskingum County, Ohio"
1298,"Muskogee County, Oklahoma"
1299,"Nacogdoches County, Texas"
1300,"Napa County, California"
1301,"Nash County, North Carolina"
1302,"Nassau County, Florida"
1303,"Nassau County, New York"
1304,"Natrona County, Wyoming"
1305,"Navajo County, Arizona"
1306,"Navarro County, Texas"
1307,"Nelson County, Kentucky"
1308,"Nelson County, Virginia"
1309,"Neshoba County, Mississippi"
1310,"Nevada County, California"
1311,"New Castle County, Delaware"
1312,"New Hanover County, North Carolina"
1313,"New Haven County, Connecticut"
1314,"New Kent County, Virginia"
1315,"New London County, Connecticut"
1316,"New Madrid County, Missouri"
1317,"New York County, New York"
1318,"Newaygo County, Michigan"
1319,"Newberry County, South Carolina"
1320,"Newport County, Rhode Island"
1321,"Newton County, Georgia"
1322,"Newton County, Indiana"
1323,"Newton County, Mississippi"
1324,"Newton County, Missouri"
1325,"Nez Perce County, Idaho"
1326,"Niagara County, New York"
1327,"Nicholas County, West Virginia"
1328,"Nicollet County, Minnesota"
1329,"Noble County, Indiana"
1330,"Noble County, Oklahoma"
1331,"Nobles County, Minnesota"
1332,"Nodaway County, Missouri"
1333,"Nolan County, Texas"
1334,"Norfolk County, Massachusetts"
1335,"Northampton County, North Carolina"
1336,"Northampton County, Pennsylvania"
1337,"Northumberland County, Pennsylvania"
1338,"Nottoway County, Virginia"
1339,"Nueces County, Texas"
1340,"Nye County, Nevada"
1341,"Oakland County, Michigan"
1342,"Obion County, Tennessee"
1343,"Ocean County, New Jersey"
1344,"Oceana County, Michigan"
1345,"Oconee County, Georgia"
1346,"Oconee County, South Carolina"
1347,"Oconto County, Wisconsin"
1348,"Ogle County, Illinois"
1349,"Ohio County, Kentucky"
1350,"Ohio County, West Virginia"
1351,"Okaloosa County, Florida"
1352,"Okanogan County, Washington"
1353,"Okeechobee County, Florida"
1354,"Oklahoma County, Oklahoma"
1355,"Okmulgee County, Oklahoma"
1356,"Oktibbeha County, Mississippi"
1357,"Oldham County, Kentucky"
1358,"Oldham County, Texas"
1359,"Olmsted County, Minnesota"
1360,"Oneida County, New York"
1361,"Oneida County, Wisconsin"
1362,"Onondaga County, New York"
1363,"Onslow County, North Carolina"
1364,"Ontario County, New York"
1365,"Orange County, California"
1366,"Orange County, Florida"
1367,"Orange County, New York"
1368,"Orange County, North Carolina"
1369,"Orange County, Texas"
1370,"Orange County, Vermont"
1371,"Orange County, Virginia"
1372,"Orangeburg County, South Carolina"
1373,"Orleans County, New York"
1374,"Orleans County, Vermont"
1375,"Osage County, Kansas"
1376,"Osage County, Oklahoma"
1377,"Osceola County, Florida"
1378,"Osceola County, Michigan"
1379,"Oswego County, New York"
1380,"Otero County, New Mexico"
1381,"Otoe County, Nebraska"
1382,"Otsego County, Michigan"
1383,"Otsego County, New York"
1384,"Ottawa County, Michigan"
1385,"Ottawa County, Ohio"
1386,"Ottawa County, Oklahoma"
1387,"Otter Tail County, Minnesota"
1388,"Ouachita County, Arkansas"
1389,"Outagamie County, Wisconsin"
1390,"Overton County, Tennessee"
1391,"Owen County, Indiana"
1392,"Oxford County, Maine"
1393,"Ozaukee County, Wisconsin"
1394,"Page County, Virginia"
1395,"Palm Beach County, Florida"
1396,"Palo Pinto County, Texas"
1397,"Panola County, Mississippi"
1398,"Panola County, Texas"
1399,"Park County, Colorado"
1400,"Park County, Wyoming"
1401,"Parker County, Texas"
1402,"Pasco County, Florida"
1403,"Pasquotank County, North Carolina"
1404,"Passaic County, New Jersey"
1405,"Paulding County, Georgia"
1406,"Paulding County, Ohio"
1407,"Pawnee County, Oklahoma"
1408,"Payette County, Idaho"
1409,"Payne County, Oklahoma"
1410,"Peach County, Georgia"
1411,"Pearl River County, Mississippi"
1412,"Pecos County, Texas"
1413,"Pemiscot County, Missouri"
1414,"Pender County, North Carolina"
1415,"Pennington County, South Dakota"
1416,"Penobscot County, Maine"
1417,"Peoria County, Illinois"
1418,"Perry County, Illinois"
1419,"Perry County, Kentucky"
1420,"Perry County, Missouri"
1421,"Perry County, Ohio"
1422,"Perry County, Pennsylvania"
1423,"Person County, North Carolina"
1424,"Pettis County, Missouri"
1425,"Phelps County, Missouri"
1426,"Philadelphia County, Pennsylvania"
1427,"Piatt County, Illinois"
1428,"Pickaway County, Ohio"
1429,"Pickens County, Alabama"
1430,"Pickens County, Georgia"
1431,"Pickens County, South Carolina"
1432,"Pierce County, Georgia"
1433,"Pierce County, Washington"
1434,"Pierce County, Wisconsin"
1435,"Pike County, Alabama"
1436,"Pike County, Georgia"
1437,"Pike County, Illinois"
1438,"Pike County, Kentucky"
1439,"Pike County, Mississippi"
1440,"Pike County, Ohio"
1441,"Pike County, Pennsylvania"
1442,"Pima County, Arizona"
1443,"Pinal County, Arizona"
1444,"Pine County, Minnesota"
1445,"Pinellas County, Florida"
1446,"Pitkin County, Colorado"
1447,"Pitt County, North Carolina"
1448,"Pittsburg County, Oklahoma"
1449,"Pittsylvania County, Virginia"
1450,"Placer County, California"
1451,"Platte County, Missouri"
1452,"Platte County, Nebraska"
1453,"Plymouth County, Iowa"
1454,"Plymouth County, Massachusetts"
1455,"Poinsett County, Arkansas"
1456,"Polk County, Florida"
1457,"Polk County, Georgia"
1458,"Polk County, Iowa"
1459,"Polk County, Minnesota"
1460,"Polk County, Missouri"
1461,"Polk County, North Carolina"
1462,"Polk County, Oregon"
1463,"Polk County, Texas"
1464,"Polk County, Wisconsin"
1465,"Pontotoc County, Mississippi"
1466,"Pontotoc County, Oklahoma"
1467,"Pope County, Arkansas"
1468,"Portage County, Ohio"
1469,"Portage County, Wisconsin"
1470,"Porter County, Indiana"
1471,"Posey County, Indiana"
1472,"Pottawatomie County, Kansas"
1473,"Pottawatomie County, Oklahoma"
1474,"Pottawattamie County, Iowa"
1475,"Potter County, Texas"
1476,"Poweshiek County, Iowa"
1477,"Powhatan County, Virginia"
1478,"Prairie County, Arkansas"
1479,"Preble County, Ohio"
1480,"Prentiss County, Mississippi"
1481,"Preston County, West Virginia"
1482,"Prince Edward County, Virginia"
1483,"Prince George County, Virginia"
1484,"Prince George's County, Maryland"
1485,"Prince William County, Virginia"
1486,"Providence County, Rhode Island"
1487,"Pueblo County, Colorado"
1488,"Pulaski County, Arkansas"
1489,"Pulaski County, Kentucky"
1490,"Pulaski County, Missouri"
1491,"Pulaski County, Virginia"
1492,"Putnam County, Florida"
1493,"Putnam County, Georgia"
1494,"Putnam County, Indiana"
1495,"Putnam County, New York"
1496,"Putnam County, Ohio"
1497,"Putnam County, Tennessee"
1498,"Putnam County, West Virginia"
1499,"Quay County, New Mexico"
1500,"Queen Anne's County, Maryland"
1501,"Queens County, New York"
1502,"Rabun County, Georgia"
1503,"Racine County, Wisconsin"
1504,"Rains County, Texas"
1505,"Raleigh County, West Virginia"
1506,"Ramsey County, Minnesota"
1507,"Randall County, Texas"
1508,"Randolph County, Alabama"
1509,"Randolph County, Illinois"
1510,"Randolph County, Indiana"
1511,"Randolph County, Missouri"
1512,"Randolph County, North Carolina"
1513,"Randolph County, West Virginia"
1514,"Rankin County, Mississippi"
1515,"Ravalli County, Montana"
1516,"Ray County, Missouri"
1517,"Reagan County, Texas"
1518,"Redwood County, Minnesota"
1519,"Reeves County, Texas"
1520,"Refugio County, Texas"
1521,"Reno County, Kansas"
1522,"Rensselaer County, New York"
1523,"Rhea County, Tennessee"
1524,"Rice County, Minnesota"
1525,"Richland County, North Dakota"
1526,"Richland County, Ohio"
1527,"Richland County, South Carolina"
1528,"Richmond County, Georgia"
1529,"Richmond County, New York"
1530,"Richmond County, North Carolina"
1531,"Riley County, Kansas"
1532,"Rio Arriba County, New Mexico"
1533,"Ripley County, Indiana"
1534,"Riverside County, California"
1535,"Roane County, Tennessee"
1536,"Roanoke County, Virginia"
1537,"Robertson County, Tennessee"
1538,"Robertson County, Texas"
1539,"Robeson County, North Carolina"
1540,"Rock County, Wisconsin"
1541,"Rock Island County, Illinois"
1542,"Rockbridge County, Virginia"
1543,"Rockcastle County, Kentucky"
1544,"Rockdale County, Georgia"
1545,"Rockingham County, New Hampshire"
1546,"Rockingham County, North Carolina"
1547,"Rockingham County, Virginia"
1548,"Rockland County, New York"
1549,"Rockwall County, Texas"
1550,"Rogers County, Oklahoma"
1551,"Roosevelt County, New Mexico"
1552,"Roscommon County, Michigan"
1553,"Ross County, Ohio"
1554,"Routt County, Colorado"
1555,"Rowan County, Kentucky"
1556,"Rowan County, North Carolina"
1557,"Runnels County, Texas"
1558,"Rush County, Indiana"
1559,"Rusk County, Texas"
1560,"Russell County, Alabama"
1561,"Rutherford County, North Carolina"
1562,"Rutherford County, Tennessee"
1563,"Rutland County, Vermont"
1564,"Sacramento County, California"
1565,"Sagadahoc County, Maine"
1566,"Saginaw County, Michigan"
1567,"Salem County, New Jersey"
1568,"Saline County, Arkansas"
1569,"Saline County, Illinois"
1570,"Saline County, Kansas"
1571,"Saline County, Missouri"
1572,"Salt Lake County, Utah"
1573,"Saluda County, South Carolina"
1574,"Sampson County, North Carolina"
1575,"San Benito County, California"
1576,"San Bernardino County, California"
1577,"San Diego County, California"
1578,"San Francisco County, California"
1579,"San Jacinto County, Texas"
1580,"San Joaquin County, California"
1581,"San Juan County, New Mexico"
1582,"San Luis Obispo County, California"
1583,"San Mateo County, California"
1584,"San Miguel County, Colorado"
1585,"San Miguel County, New Mexico"
1586,"San Patricio County, Texas"
1587,"Sandoval County, New Mexico"
1588,"Sandusky County, Ohio"
1589,"Sangamon County, Illinois"
1590,"Sanilac County, Michigan"
1591,"Santa Barbara County, California"
1592,"Santa Clara County, California"
1593,"Santa Cruz County, Arizona"
1594,"Santa Cruz County, California"
1595,"Santa Fe County, New Mexico"
1596,"Santa Rosa County, Florida"
1597,"Sarasota County, Florida"
1598,"Saratoga County, New York"
1599,"Sarpy County, Nebraska"
1600,"Sauk County, Wisconsin"
1601,"Saunders County, Nebraska"
1602,"Schenectady County, New York"
1603,"Schoharie County, New York"
1604,"Schuyler County, New York"
1605,"Schuylkill County, Pennsylvania"
1606,"Scioto County, Ohio"
1607,"Scotland County, North Carolina"
1608,"Scott County, Indiana"
1609,"Scott County, Iowa"
1610,"Scott County, Kentucky"
1611,"Scott County, Minnesota"
1612,"Scott County, Mississippi"
1613,"Scott County, Missouri"
1614,"Scotts Bluff County, Nebraska"
1615,"Scurry County, Texas"
1616,"Sebastian County, Arkansas"
1617,"Sedgwick County, Kansas"
1618,"Seminole County, Florida"
1619,"Seminole County, Oklahoma"
1620,"Seneca County, New York"
1621,"Seneca County, Ohio"
1622,"Sequoyah County, Oklahoma"
1623,"Sevier County, Tennessee"
1624,"Sevier County, Utah"
1625,"Seward County, Kansas"
1626,"Seward County, Nebraska"
1627,"Shasta County, California"
1628,"Shawano County, Wisconsin"
1629,"Shawnee County, Kansas"
1630,"Sheboygan County, Wisconsin"
1631,"Shelby County, Alabama"
1632,"Shelby County, Illinois"
1633,"Shelby County, Indiana"
1634,"Shelby County, Kentucky"
1635,"Shelby County, Ohio"
1636,"Shelby County, Tennessee"
1637,"Shelby County, Texas"
1638,"Shenandoah County, Virginia"
1639,"Sherburne County, Minnesota"
1640,"Sheridan County, Wyoming"
1641,"Shiawassee County, Michigan"
1642,"Silver Bow County, Montana"
1643,"Simpson County, Kentucky"
1644,"Simpson County, Mississippi"
1645,"Sioux County, Iowa"
1646,"Siskiyou County, California"
1647,"Skagit County, Washington"
1648,"Smith County, Tennessee"
1649,"Smith County, Texas"
1650,"Smyth County, Virginia"
1651,"Snohomish County, Washington"
1652,"Snyder County, Pennsylvania"
1653,"Socorro County, New Mexico"
1654,"Solano County, California"
1655,"Somerset County, Maine"
1656,"Somerset County, Maryland"
1657,"Somerset County, New Jersey"
1658,"Somerset County, Pennsylvania"
1659,"Somervell County, Texas"
1660,"Sonoma County, California"
1661,"Southampton County, Virginia"
1662,"Spalding County, Georgia"
1663,"Spartanburg County, South Carolina"
1664,"Spencer County, Indiana"
1665,"Spencer County, Kentucky"
1666,"Spokane County, Washington"
1667,"Spotsylvania County, Virginia"
1668,"St. Charles County, Missouri"
1669,"St. Clair County, Alabama"
1670,"St. Clair County, Illinois"
1671,"St. Clair County, Michigan"
1672,"St. Clair County, Missouri"
1673,"St. Croix County, Wisconsin"
1674,"St. Francis County, Arkansas"
1675,"St. Francois County, Missouri"
1676,"St. Johns County, Florida"
1677,"St. Joseph County, Indiana"
1678,"St. Joseph County, Michigan"
1679,"St. Lawrence County, New York"
1680,"St. Louis County, Minnesota"
1681,"St. Louis County, Missouri"
1682,"St. Lucie County, Florida"
1683,"St. Mary's County, Maryland"
1684,"Stafford County, Virginia"
1685,"Stanislaus County, California"
1686,"Stanly County, North Carolina"
1687,"Stark County, North Dakota"
1688,"Stark County, Ohio"
1689,"Starke County, Indiana"
1690,"Starr County, Texas"
1691,"Ste. Genevieve County, Missouri"
1692,"Stearns County, Minnesota"
1693,"Steele County, Minnesota"
1694,"Stephens County, Georgia"
1695,"Stephens County, Oklahoma"
1696,"Stephenson County, Illinois"
1697,"Steuben County, Indiana"
1698,"Steuben County, New York"
1699,"Stevens County, Washington"
1700,"Stoddard County, Missouri"
1701,"Stokes County, North Carolina"
1702,"Stone County, Mississippi"
1703,"Stone County, Missouri"
1704,"Story County, Iowa"
1705,"Strafford County, New Hampshire"
1706,"Stutsman County, North Dakota"
1707,"Suffolk County, Massachusetts"
1708,"Suffolk County, New York"
1709,"Sullivan County, Indiana"
1710,"Sullivan County, New Hampshire"
1711,"Sullivan County, New York"
1712,"Sullivan County, Tennessee"
1713,"Summit County, Colorado"
1714,"Summit County, Ohio"
1715,"Summit County, Utah"
1716,"Sumner County, Kansas"
1717,"Sumner County, Tennessee"
1718,"Sumter County, Alabama"
1719,"Sumter County, Florida"
1720,"Sumter County, Georgia"
1721,"Sumter County, South Carolina"
1722,"Sunflower County, Mississippi"
1723,"Surry County, North Carolina"
1724,"Susquehanna County, Pennsylvania"
1725,"Sussex County, Delaware"
1726,"Sussex County, New Jersey"
1727,"Sussex County, Virginia"
1728,"Sutter County, California"
1729,"Sutton County, Texas"
1730,"Suwannee County, Florida"
1731,"Swain County, North Carolina"
1732,"Sweetwater County, Wyoming"
1733,"Talbot County, Maryland"
1734,"Talladega County, Alabama"
1735,"Tallapoosa County, Alabama"
1736,"Taney County, Missouri"
1737,"Taos County, New Mexico"
1738,"Tarrant County, Texas"
1739,"Tate County, Mississippi"
1740,"Tattnall County, Georgia"
1741,"Taylor County, Florida"
1742,"Taylor County, Kentucky"
1743,"Taylor County, Texas"
1744,"Tazewell County, Illinois"
1745,"Tazewell County, Virginia"
1746,"Tehama County, California"
1747,"Teller County, Colorado"
1748,"Terry County, Texas"
1749,"Teton County, Wyoming"
1750,"Texas County, Oklahoma"
1751,"Thomas County, Georgia"
1752,"Thomas County, Kansas"
1753,"Thurston County, Washington"
1754,"Tift County, Georgia"
1755,"Tillamook County, Oregon"
1756,"Tioga County, New York"
1757,"Tioga County, Pennsylvania"
1758,"Tippah County, Mississippi"
1759,"Tippecanoe County, Indiana"
1760,"Tipton County, Indiana"
1761,"Tipton County, Tennessee"
1762,"Tishomingo County, Mississippi"
1763,"Titus County, Texas"
1764,"Todd County, Minnesota"
1765,"Tolland County, Connecticut"
1766,"Tom Green County, Texas"
1767,"Tompkins County, New York"
1768,"Tooele County, Utah"
1769,"Toombs County, Georgia"
1770,"Torrance County, New Mexico"
1771,"Transylvania County, North Carolina"
1772,"Travis County, Texas"
1773,"Trempealeau County, Wisconsin"
